X,Y,OBJECTID,STATUS,ASSET_ID,ASSET_NAME,ASSET_ADDR,SITE_NAME,SITE_CODE,SHAREBLDG_ASSETID,SHAREBLDG_NOTE,ASSET_GROUP1,ASSET_GROUP2,ASSET_TYPE,ASSET_SUBTYPE1,ASSET_SUBTYPE2,ASSET_SUBT1_DESC,CITYOWNED,CITYUSE_DESC,OCCUPANT,MAINTAINEDBY,OPA_ID,OPA_OWNER,BLDG_SQFT,BLDG_SQFTUSE,BLDG_FL,BLDG_YR,SITE_ACRES,SERVING_TYPE,PCPC_DIST,COUNCIL_DIST,BLDG_AGE,URL,SITE_CODE2
-75.058451177706559,40.096871386531475,2275,A,2909,Fairmount Drainage Right of Way 1,190 ALBURGER AVE,Fairmount Drainage Right Of Way,,,,Parks and Recreation All,,Land,Watershed\Conservation Park,,Watershed\Conservation Park,Y,Owned,Public use,PPR,632144000,WELSH GRANT CORP,,,,,53.021164,C,Upper Far Northeast,10,,,
-75.146438361786778,39.989169692793823,2276,A,2910,Hartranft Pool,800 W CUMBERLAND ST,Hartranft Pool,,,,Parks and Recreation All,Recreational Resources,Structure,Pool,,Pool,Y,Owned,PPR,PPR,785137405,SCHOOL DISTRICT,,,,,0.129471,C,Lower North,5,,,
-75.20647473597522,39.999385906756153,2277,A,2899,Ford Road North Playground,3905 FORD RD,Ford Road North Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Non-Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,774016000,LIST ASSOCIATES L P,,,,,1.366165,C,West Park,4,,,
-75.162640906959382,39.931731566093092,2278,A,2895,South Philadelphia Older Adult Center Bocci Court,1430 E PASSYUNK AVE,South Philadelphia Older Adult Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Bocci Court,,Bocci Court,Y,Owned,Public use,PPR,781357100,CITY OF PHILA,,,,,,C,South,1,,,
-75.198962708130693,39.973481441150518,2279,A,2896,Clayborn-Lewis Playground,1101 N 38TH ST,Clayborn & Lewis Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,783654000,CITY OF PHILA,,,,,0.580405,C,West Park,3,,,
-75.196524959295857,39.964031325232519,2280,A,2897,37th & Mt. Vernon Playground,608-16 N 37TH ST,37th & Mt Vernon Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Non-Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,783640400,CITY OF PHILA,,,,,0.491236,C,West,3,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=787,
-75.148495528303101,39.930696003295701,2281,A,2898,Herron Playground,213 REED ST,Herron Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Non-Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,781385000,CITY OF PHILA,,,,,1.119869,C,South,1,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=883,
-75.154902498560489,39.963548167068524,2282,A,2915,10th & Lemon Playground Play Equipment,1015-21 MOUNT VERNON ST,10th & Lemon Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,781301600,CITY OF PHILA,,,,,,C,Central,5,,,
-75.149866699618244,39.99685473461475,2283,A,2916,12th & Cambria Playground Play Equipment,1149 W CAMBRIA ST,12th & Cambria Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,785072800,CITY OF PHILA,,,,,,C,North,5,,,
-75.139343702802051,39.981126863612346,2284,A,2917,3rd & Norris Playground Play Equipment,263-73 W NORRIS ST,3rd & Norris Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,781314200,CITY OF PHILA,,,,,,C,Lower North,7,,,
-75.203194981926544,40.05119815707782,2285,A,2918,Allens Lane Art Center Playground Equipment,621 W ALLENS LN,Allens Lane Art Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,784003700,FAIRMOUNT PARK COMM,,,,,,C,Upper Northwest,8,,,
-75.213578202747087,39.930776772754363,2286,A,2919,Bartram's Gardens Playground Equipment,2901 S 56TH ST,Bartram's Garden,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,783764200,CITY OF PHILA,,,,,,C,University Southwest,3,,,
-75.214882085299294,39.991917347347574,2287,A,2920,Belmont Grove Playground Equipment,2000 BELMONT MANSION DR,West Fairmount Park,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,,,,,,,,C,West Park,4,,,
-75.205294239229332,39.966289887152122,2288,A,2921,Belmont School Tennis Courts,4030-60 BROWN ST,Belmont School,,,,Parks and Recreation All,Recreational Resources,Equipment,Tennis Court,,Tennis Court,N,UA,Public use,PPR,783065600,SCHOOL DISTRICT OF PHILA,,,,,,C,West,3,,,
-75.205056568799293,39.966282709292813,2289,A,2922,Belmont School Playground Equipment,4030-60 BROWN ST,Belmont School,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,N,UA,Public use,PPR,783065600,SCHOOL DISTRICT OF PHILA,,,,,,C,West,3,,,
-75.204938840166875,39.966249583684409,2290,A,2923,Belmont School,4030-60 BROWN ST,Belmont School,,,,Parks and Recreation All,Park Land and Open Space,Land,Neighborhood Park,,Neighborhood Park,Y,Owned,Public use,PPR,783065600,SCHOOL DISTRICT OF PHILA,,,,,0.673991,C,West,3,,,
-75.246494916443964,39.897749959545209,2291,A,2960,82nd & Lyons Park Playground Equipment,8200 LYONS AVE,82nd & Lyons Park,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,405181305,REDEVELOPMENT AUTHORITY,,,,,,C,Lower Southwest,2,,,
-75.137340049053535,40.000589786185316,2292,A,1941,Rivera Recreation Center,3201 N 5TH ST,Rivera Recreation Center,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,786672100,CITY OF PHILA,,,,,5.479304,C,North,7,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=820,
-75.182075104109074,39.899105848264767,2293,A,2878,FDR Ashburn Ballfield 2,3500 S BROAD ST,FDR Park & Golf Course,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,782027800,CITY OF PHILA,,,,,,C,Lower South,2,,,
-75.179517148347031,39.899551523517587,2294,A,2963,FDR Ashburn Ballfield 3,3500 S BROAD ST,FDR Park & Golf Course,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,782027800,CITY OF PHILA,,,,,,C,Lower South,2,,,
-75.172333153080984,39.916494652043198,2295,A,2448,Marconi Plaza Playground Equipment,2700 S BROAD ST,Marconi Plaza,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,782027000,CITY OF PHILA,,,,,,C,South,2,,,
-75.172118027034898,39.941718610755082,2296,A,2449,Marian Anderson Recreation Center Basketball Court,740 S 17TH ST,Marian Anderson Recreation Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,782693350,CITY OF PHILA,,,,,,C,Central,2,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=706,
-75.171911378272412,39.942202195902581,2297,A,2450,Marian Anderson Recreation Center Baseball Field,740 S 17TH ST,Marian Anderson Recreation Center,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,782693350,CITY OF PHILA,,,,,,C,Central,2,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=706,
-75.171047920026979,39.94234466436788,2298,A,2451,Marian Anderson Recreation Center Batting Cage,740 S 17TH ST,Marian Anderson Recreation Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Batting Cage,,Batting Cage,Y,Owned,Public use,PPR,782693350,CITY OF PHILA,,,,,,C,Central,2,,,
-75.171105586520326,39.942216503207511,2299,A,2452,Marian Anderson Recreation Center Handball Court,740 S 17TH ST,Marian Anderson Recreation Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Handball Court,,Handball Court,Y,Owned,Public use,PPR,782693350,CITY OF PHILA,,,,,,C,Central,2,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=706,
-75.171434119142631,39.941981681563199,2300,A,2453,Marian Anderson Recreation Center Playground Equipment,740 S 17TH ST,Marian Anderson Recreation Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,782693350,CITY OF PHILA,,,,,,C,Central,2,,,
-75.171620873166688,39.941695992969358,2301,A,2454,Marian Anderson Recreation Center Pool,740 S 17TH ST,Marian Anderson Recreation Center,,,,Parks and Recreation All,Recreational Resources,Structure,Pool,,Pool,Y,Owned,PPR,PPR,782693350,CITY OF PHILA,,,,,,C,Central,2,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=706,
-75.151271757367525,39.975077707875002,2302,A,2455,Dendy Playground Tennis Court,1501-39 N 10TH ST,Dendy Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Tennis Court,,Tennis Court,Y,Owned,Public use,PPR,781621700,CITY OF PHILA,,,,,,C,Lower North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=864,
-75.151206329163386,39.975491987278048,2303,A,2456,Dendy Playground Play Equipment,1501-39 N 10TH ST,Dendy Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,781621700,CITY OF PHILA,,,,,,C,Lower North,5,,,
-75.151134489353666,39.975879421534756,2304,A,2457,Dendy Playground Basketball Court,1501-39 N 10TH ST,Dendy Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,781621700,CITY OF PHILA,,,,,,C,Lower North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=864,
-75.150537791731836,39.976119558847671,2305,A,2458,Dendy Playground Pool,1501-39 N 10TH ST,Dendy Playground,,,,Parks and Recreation All,Recreational Resources,Structure,Pool,,Pool,Y,Owned,PPR,PPR,781621700,CITY OF PHILA,,,,,,C,Lower North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=864,
-75.183938911203668,39.947722350229824,2306,A,2460,Markward Playground Athletic Field,400-16 S TANEY ST,Markward Playground,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,782545300,CITY OF PHILA,,,,,,C,Central,2,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=785,
-75.169781727708894,39.980586213131943,2307,A,2468,"King, Martin Luther Recreation Center Playground Equipment",2101-35 CECIL B MOORE AVE,Martin Luther King Recreation Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,782083500,CITY OF PHILA,,,,,,C,Lower North,5,,,
-75.071639695389848,40.038600103621015,2308,A,2469,Max Myers Playground Pool,1601 HELLERMAN ST,Max Myers Playground,,,,Parks and Recreation All,Recreational Resources,Structure,Pool,,Pool,Y,Owned,PPR,PPR,786186150,CITY OF PHILA,,,,,,C,Lower Northeast,7,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=803,
-75.071282898929923,40.038917200578908,2309,A,2470,Max Myers Playground Tennis Court,1601 HELLERMAN ST,Max Myers Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Tennis Court,,Tennis Court,Y,Owned,Public use,PPR,786186150,CITY OF PHILA,,,,,,C,Lower Northeast,7,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=803,
-75.167524977182609,39.955229105076903,2310,A,2911,Levy Park,1627-29 ARCH ST,Levy Park,,,,Parks and Recreation All,Park Land and Open Space,Land,Linear Park\Parkway,,Linear Park\Parkway,Y,Owned,Public use,PPR,782003700,CITY OF PHILA,,,,,0.979572,C,Central,5,,,
-75.169369129438692,39.957692095745855,2311,A,2912,Sister Cities Park Fountain,200 N 18TH ST,Sisters City Park,,,,Parks and Recreation All,,Structure,Fountain,,Fountain,Y,Owned,Public use,PPR,782697700,CITY OF PHILA,,,,2012,,C,Central,5,4,,
-75.145442500848986,39.932615931179534,2312,A,2913,Rizzo Rink Recreation Center Basketball Courts,1201-99 S FRONT ST,Rizzo Ice Rink & Recreation Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,882010005,COMMONWEALTH OF PA,,,,,,C,Central,1,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=832,
-75.154892558632696,39.963589422448756,2313,A,2914,10th & Lemon Playground,1015-21 MOUNT VERNON ST,10th & Lemon Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Non-Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,781301600,CITY OF PHILA,,,,,0.187234,C,Central,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=733,
-75.243287341004546,39.966234378657703,2314,A,2941,Horton Street Play Lot Playground Equipment,231 HORTON ST,Horton Street Play Lot,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,341193550,CITY OF PHILA,,,,,,C,West,4,,,
-75.143269134453035,40.015926798133385,2315,A,2942,Hunting Park Playground Equipment,4101 OLD YORK RD,Hunting Park,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,785372000,CITY OF PHILA,,,,,,C,North,5,,,
-75.17993459652088,40.03325221753208,2316,A,2943,Price Street Play Lot Playground Equipment,177-83 W PRICE ST,Price Street Play Lot,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,784367400,CITY OF PHILA,,,,,,C,Upper Northwest,8,,,
-75.186859060238334,39.994951443356911,2317,A,2944,Strawberry Mansion Playground Play Equipment,3369 RIDGE AVE,Strawberry Mansion Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,282271320,REDEVELOPMENT AUTHORITY,,,,,,C,Lower North,4,,,
-75.176539004777339,39.963500971830435,2318,A,2945,Von Colln Rec Center Playground Equipment,2250 PENNSYLVANIA AVE,Von Colln Rec Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,,,,,,,,C,Central,5,,,
-75.210682706995712,40.017787549555685,2319,A,2950,La Noce Park Playground Equipment,5119 ROCHELLE AVE,La Noce Park,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,784390800,CITY OF PHILA,,,,,,C,Lower Northwest,4,,,
-75.187500919922456,39.973193484069064,2320,A,2951,Lemon Hill Playground Equipment,801 LEMON HILL DR,Lemon Hill Playground (East Fairmount Park),,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,,,,,,,,C,Central,5,,,
-75.152272762730703,39.975759652063481,2321,A,2965,Jefferson Manor Common Area Maintenance Zone,1414 N 10TH ST,Jefferson Manor Common Area Maintenance Zone,,,,Other,,Land,Breezeway\Island\Managed Area,,Other,N,Owned,Private use,DPP,,"City of Phila, common areas only",,,,,,M,Lower North,5,,,
-75.106401290273382,39.999268314582153,2322,A,639,Harrowgate Park,3455 KENSINGTON AVE,Harrowgate Park,16320E,,,Parks and Recreation All,Park Land and Open Space,Land,Neighborhood Park,,Neighborhood Park,Y,Owned,Public use,PPR,786243700,CITY OF PHILA,,,,,4.912254,C,River Wards,1,,,
-75.134881231678023,39.9785400582862,2323,A,646,Towey Playground Building,1832-50 N HOWARD ST,Towey Playground,16590E,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,781166800,CITY OF PHILA,8312,,,1900,,C,Lower North,7,116,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=842,
-75.213067019345274,40.021530883952131,2324,A,647,Wissahickon Neighbors Playground Building,3901 TERRACE ST,Wissahickon Neighbors Playground,16629E,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,784452000,CITY OF PHILA,253,,,,,C,Lower Northwest,4,,,
-75.121089573422211,40.000301121292239,2325,A,648,Mcveigh Recreation Center Building,400-64 E ONTARIO ST,Mcveigh Recreation Center,16421E,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,786349700,CITY OF PHILA,19025,,,,,C,North,7,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=792,
-75.180749288320655,39.899216790231485,2326,A,2964,FDR Ashburn Ballfield 4,3500 S BROAD ST,FDR Park & Golf Course,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,782027800,CITY OF PHILA,,,,,,C,Lower South,2,,,
-75.176821649086193,40.036094920393957,2327,A,2946,Vernon Park Playground Equipment,5710-18 GERMANTOWN AVE,Vernon Park,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,784164900,CITY OF PHILA,,,,,,C,Upper Northwest,8,,,
-75.1955510469883,40.009158283264291,2328,A,2947,Innyard Park Playground Equipment,4208-52 RIDGE AVE,Innyard Park,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,784376100,CITY OF PHILA,,,,,,C,Lower Northwest,4,,,
-75.118149277740201,39.976555181194598,2329,A,2948,Webb Street Play Lot,2538 WEBB ST,Webb Street Play Lot,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,312150201,CITY OF PHILA,,,,,,C,River Wards,1,,,
-75.208207500195556,39.978613650667683,2330,A,2949,Kelly Pool Playground Equipment,4200 LANSDOWNE DR,Kelly Pool,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,,,,,,,,C,West Park,4,,,
-75.164664965311047,40.011401813422594,2331,A,812,Police 39th District,2201 W HUNTING PARK AVE,Police 39th District & Fire Engine 59 / Ladder 18 & Fuel Site 024,11039E,813,Fire Engine 59/Ladder 18,Public Safety All,Police Dept,Building,Police Station,,Police Station,Y,Owned,POLICE,DPP,785270700,CITY OF PHILA,17403,100,,1915,0.750000,C,North,8,101,,
-75.164728937445119,40.011170546167953,2332,A,813,Fire Engine 59/Ladder 18,2201 W HUNTING PARK AVE,Police 39th District & Fire Engine 59 / Ladder 18 & Fuel Site 024,13059E,812,Police 39th District,Public Safety All,Fire Dept,Building,Fire Station,,Fire Station,Y,Owned,FIRE,DPP,785270700,CITY OF PHILA,15300,100,,1915,0.751584,C,North,8,101,,
-75.177388238528891,39.98643313750101,2333,A,818,Northcentral Service Building,2523 W GLENWOOD AVE,North Central Service Building & Garage 241 / Tire Shope 2601 & Fuel Site 015,12712E,819,Garage 241/Tire Shop 2601 ,Public Works and Utilities,,Building,Multi-Use\Office Building,,Multi-Use\Office Building,Y,Owned,STREETS,STREETS,884460570,CITY OF PHILA,18996,100,2,,1.771166,M,Lower North,5,,,
-75.207499343692717,39.958144407264783,2334,A,376,L&I West District Office,4221-29 MARKET ST,Fire Engine 5 / Ladder 6 & L&I West District Office & Fuel Site 225,26002E,149,Fire Engine 5/Ladder 6,City Operations,,Building,Multi-Use\Office Building,,Multi-Use\Office Building,Y,Owned,L&I,DPP,783298000,CITY OF PHILA,10672,100,,1955,,C,University Southwest,3,61,,
-75.187081562470709,39.969442098027905,2335,A,2833,Boat Cover (Bachelors Barge) 2,5 JOHN B KELLY DR,East Fairmount Park,,,,Parks and Recreation All,,Structure,Pavilion\Shelter,,Pavilion\Shelter,Y,Owned,Public use,PPR,,,,,,,,C,Central,5,,,
-75.093518184665982,40.068093946058717,2336,A,2834,Burholme Batting Cage,7370 CENTRAL AVE,Burholme Driving Range,,,,Parks and Recreation All,Recreational Resources,Equipment,Batting Cage,,Batting Cage,Y,Owned,Public use,PPR,786068900,CITY OF PHILA,,,,,,C,Central Northeast,10,,,
-75.093176600622201,40.067493350593175,2337,A,2835,Burholme GC Driving Range Canopy,7370 CENTRAL AVE,Burholme Driving Range,,,,Parks and Recreation All,,Structure,Pavilion\Shelter,,Pavilion\Shelter,Y,Owned,Public use,PPR,786068900,CITY OF PHILA,,,,,,C,Central Northeast,10,,,
-75.200570405247205,40.058711046930213,2338,A,2836,Buttercup Cottage Barn Ruins,7450 EMLEN ST,Wissahickon Valley Park,,,,Parks and Recreation All,,Structure,Historic House\Site,,Historic House\Site,Y,Owned,PPR,PPR,784136000,FAIRMOUNT PARK COMM,,,,,,C,Upper Northwest,8,,,
-75.070600733174757,40.039108698294413,2339,A,2471,Max Myers Playground Play Equipment,1601 HELLERMAN ST,Max Myers Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,786186150,CITY OF PHILA,,,,,,C,Lower Northeast,7,,,
-75.070750906145264,40.038722415110186,2340,A,2472,Max Myers Playground Basketball Court,1601 HELLERMAN ST,Max Myers Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,786186150,CITY OF PHILA,,,,,,C,Lower Northeast,7,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=803,
-75.071011652115502,40.038245735042075,2341,A,2473,Max Myers Playground Street Hockey Court,1601 HELLERMAN ST,Max Myers Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Street Hockey Court\Rink,,Street Hockey Court\Rink,Y,Owned,Public use,PPR,786186150,CITY OF PHILA,,,,,,C,Lower Northeast,7,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=803,
-75.069708080262004,40.038032945341719,2342,A,2474,Max Myers Playground Athletic Field,1601 HELLERMAN ST,Max Myers Playground,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,786186150,CITY OF PHILA,,,,,,C,Lower Northeast,7,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=803,
-75.027343229842202,40.060415498673763,2343,A,2480,McArdle Recreation Center Playground Equipment,2951 WELSH RD,McArdle Recreation Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,786569600,SCHOOL DISTRICT OF PHILA,,,,,,C,Lower Far Northeast,6,,,
-75.240913350950137,39.925777823297295,2344,A,2481,McCreesh Playground Skating Park,6744 REGENT ST,McCreesh Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Skateboard Park,,Skateboard Park,Y,Owned,Public use,PPR,783439700,CITY OF PHILA,,,,,,C,Lower Southwest,2,,,
-75.240453867830055,39.926062774881508,2345,A,2482,McCreesh Playground Basketball Court,6744 REGENT ST,McCreesh Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,783439700,CITY OF PHILA,,,,,,C,Lower Southwest,2,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=789,
-75.240291513871838,39.925847651128812,2346,A,2483,McCreesh Playground Play Equipment,6744 REGENT ST,McCreesh Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,783439700,CITY OF PHILA,,,,,,C,Lower Southwest,2,,,
-75.239297337193619,39.926672168232493,2347,A,2484,McCreesh Playground Athletic Field,6744 REGENT ST,McCreesh Playground,,,,Parks and Recreation All,Recreational Resources,Land,Athletic Field\Soccer Field,,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,783439700,CITY OF PHILA,,,,,,C,Lower Southwest,2,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=789,
-75.187592715121923,40.008782412039913,2348,A,2485,Mcdevitt Recreation Center Playground Equipment,3500 CRAWFORD ST,Mcdevitt Recreation Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,785128110,CITY OF PHILA,,,,,,C,North,4,,,
-75.18701898796499,40.00899309909974,2349,A,2486,Mcdevitt Recreation Center Tennis Court,3500 CRAWFORD ST,Mcdevitt Recreation Center,,,,Parks and Recreation All,Recreational Resources,Equipment,Tennis Court,,Tennis Court,Y,Owned,Public use,PPR,785128110,CITY OF PHILA,,,,,,C,North,4,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=790,
-75.186228877737605,40.009187031347317,2350,A,2487,Mcdevitt Recreation Center Athletic Field,3500 CRAWFORD ST,Mcdevitt Recreation Center,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,785128110,CITY OF PHILA,,,,,,C,North,4,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=790,
-75.080081726893965,40.024027047370517,2351,A,2489,McIlvain Playground Playground Equipment,5200 N PENN ST,McIlvain Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,786425800,CITY OF PHILA,,,,,,C,Lower Northeast,7,,,
-75.079871572142466,40.024344001635328,2352,A,2490,McIlvain Playground Basketball Court,5200 N PENN ST,McIlvain Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,786425800,CITY OF PHILA,,,,,,C,Lower Northeast,7,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=791,
-75.080004342380661,40.024910309755732,2353,A,2491,McIlvain Playground Athletic Field,5200 N PENN ST,McIlvain Playground,,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,786425800,CITY OF PHILA,,,,,,C,Lower Northeast,7,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=791,
-75.143147533511268,40.010010673918103,2354,A,649,Butler St Play Lot,917 W BUTLER ST,Butler St Play Lot,16492E,,,Parks and Recreation All,Park Land and Open Space,Land,Neighborhood Park,,Neighborhood Park,Y,Owned,Public use,PPR,432225730,CITY OF PHILA,,,,,0.109282,C,North,5,,,
-75.18750657303903,39.972846511029658,2355,A,2952,Lemon Hill Basketball Courts,801 LEMON HILL DR,Lemon Hill Playground (East Fairmount Park),,,,Parks and Recreation All,Recreational Resources,Equipment,Basketball Court,,Basketball Court,Y,Owned,Public use,PPR,,,,,,,,C,Central,5,,,
-75.186869931719002,39.97257292156435,2356,A,2953,Lemon Hill Baseball Fields,801 LEMON HILL DR,Lemon Hill Playground (East Fairmount Park),,,,Parks and Recreation All,Recreational Resources,Land,Baseball Field,,Baseball Field,Y,Owned,Public use,PPR,,,,,,,,C,Central,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=927,
